Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage(Km),Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Age,Predicted_Price,Actual_Price
781.0,FORD,Fusion,Sedan,No,Petrol,2.5,189000.0,4.0,Tiptronic,Front,Left wheel,White,12.0,11.0,20384.99999999983,20385
749.0,TOYOTA,Camry,Sedan,No,Petrol,2.4,0.0,4.0,Automatic,Front,Left wheel,Black,0.0,11.0,15052.99999999988,15053
530.0,NISSAN,Juke,Jeep,Yes,Petrol,1.6,312118.0,4.0,Automatic,Front,Left wheel,Black,0.0,12.0,6272.539894148443,6272
650.0,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,61760.0,4.0,Tiptronic,Front,Left wheel,Brown,10.0,9.0,19444.37963288537,19444
1141.0,JEEP,Compass,Jeep,Yes,Petrol,2.4,167510.0,4.0,Automatic,Front,Left wheel,Red,4.0,16.0,18677.12431554877,18688
781.0,NISSAN,Tiida,Hatchback,No,Petrol,1.5,0.0,4.0,Automatic,Front,Right-hand drive,Silver,4.0,20.0,30.000000000000014,30
1156.0,FORD,Explorer,Jeep,Yes,Petrol,2.3,66901.0,4.0,Automatic,Front,Left wheel,Blue,4.0,8.0,75310.39015581674,75160
781.0,LINCOLN,Navigator,Jeep,Yes,LPG,5.4,464000.0,8.0,Automatic,4x4,Left wheel,Grey,6.0,21.0,17249.000000000473,17249
1202.0,HYUNDAI,Santa FE,Jeep,No,Petrol,2.4,79309.0,4.0,Automatic,Front,Left wheel,Black,7.0,8.0,37639.15849778668,37633
586.0,CHEVROLET,Cruze,Sedan,No,Petrol,1.8,129023.0,4.0,Automatic,Front,Left wheel,White,12.0,13.0,6272.029992900485,6272
765.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,581040.0,4.0,Automatic,Front,Left wheel,Orange,4.0,10.0,9251.999999999964,9252
781.0,MERCEDES-BENZ,C 200,Sedan,Yes,CNG,2.0,100000.0,4.0,Manual,Rear,Right-hand drive,Silver,10.0,24.0,6899.000000000109,6899
609.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,35058.0,4.0,Automatic,Front,Left wheel,White,12.0,7.0,18816.999999999633,18817
891.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,194067.0,4.0,Automatic,Front,Left wheel,Black,4.0,9.0,37637.10719050509,37633
781.0,MITSUBISHI,Delica,Minivan,No,Petrol,3.0,176000.0,6.0,Automatic,4x4,Right-hand drive,Silver,1.0,23.0,19757.85908420848,19757
831.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,262690.0,4.0,Automatic,Front,Left wheel,Blue,12.0,14.0,3136.0000000000236,3136
915.0,AUDI,Q7,Jeep,Yes,Petrol,3.0,92000.0,6.0,Tiptronic,4x4,Left wheel,Black,12.0,11.0,62721.99999999947,62722
781.0,SUZUKI,Kizashi,Sedan,No,Petrol,2.4,263157.0,4.0,Tiptronic,Front,Left wheel,Black,0.0,15.0,12544.000000000364,12544
831.0,HYUNDAI,Elantra,Sedan,Yes,Diesel,1.6,98000.0,4.0,Automatic,Front,Left wheel,White,4.0,8.0,28910.89818455161,28909
1514.0,LEXUS,GX 470,Sedan,Yes,Petrol,4.6,202048.0,8.0,Automatic,4x4,Left wheel,White,0.0,14.0,392.00000000000034,392
531.0,NISSAN,Juke,Jeep,Yes,Petrol,1.6,190454.0,4.0,Automatic,4x4,Left wheel,Black,0.0,13.0,157.0000000000017,157
585.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,247651.0,4.0,Automatic,Front,Left wheel,Red,12.0,12.0,627.000000000001,627
687.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,198425.0,4.0,Automatic,Front,Left wheel,Silver,4.0,15.0,11271.433949940654,11274
1277.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,45494.0,4.0,Automatic,Front,Left wheel,White,12.0,7.0,2900.9599933823893,2901
781.0,AUDI,Q5,Jeep,No,Petrol,3.2,174000.0,6.0,Tiptronic,4x4,Left wheel,Black,0.0,14.0,14739.999999999738,14740
585.0,TOYOTA,Prius V,Universal,Yes,Petrol,1.8,267200.0,4.0,Variator,Front,Left wheel,White,0.0,12.0,18503.000000000335,18503
639.0,AUDI,A4,Sedan,Yes,Petrol,2.0,81818.0,4.0,Automatic,4x4,Left wheel,Blue,0.0,11.0,5018.000000000053,5018
934.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,52351.0,4.0,Automatic,Front,Left wheel,Yellow,4.0,10.0,23521.1499526706,23518
781.0,BMW,X6,Jeep,Yes,Diesel,3.5,150000.0,6.0,Tiptronic,4x4,Left wheel,Black,12.0,10.0,106948.28700064079,106627
1811.0,LEXUS,LS 460,Sedan,Yes,Petrol,4.6,175363.0,8.0,Automatic,Rear,Left wheel,Black,12.0,15.0,8154.000000000202,8154
1468.0,FORD,Escape,Jeep,No,Hybrid,2.3,251200.0,4.0,Automatic,4x4,Left wheel,Beige,6.0,18.0,11917.000000000196,11917
584.0,NISSAN,Juke,Sedan,No,Petrol,1.8,93000.0,4.0,Automatic,Front,Left wheel,Blue,12.0,11.0,16621.000000000327,16621
640.0,FORD,Fusion,Sedan,Yes,Hybrid,2.0,174619.0,4.0,Automatic,Front,Left wheel,Grey,0.0,12.0,281.99999999999903,282
900.0,DODGE,Avenger,Sedan,Yes,Petrol,2.4,180973.0,4.0,Automatic,Front,Left wheel,White,12.0,10.0,706.0000000000072,706
781.0,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,47543.0,4.0,Tiptronic,Front,Left wheel,Sky blue,12.0,9.0,20384.619648942735,20385
781.0,MITSUBISHI,L 200,Pickup,No,Diesel,2.5,175977.0,1.0,Manual,4x4,Left wheel,Silver,0.0,17.0,21952.21978283588,21953
781.0,OPEL,Astra,Universal,No,CNG,1.6,256000.0,4.0,Manual,Front,Left wheel,Silver,4.0,27.0,6899.000000000109,6899
1399.0,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,136542.0,6.0,Automatic,Front,Left wheel,Blue,0.0,15.0,3450.0000000000673,3450
583.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,52274.0,4.0,Automatic,Front,Left wheel,White,4.0,14.0,13806.199530557082,13808
781.0,MERCEDES-BENZ,C 200,Sedan,No,Petrol,2.0,195000.0,4.0,Manual,Front,Left wheel,Silver,6.0,24.0,11290.000000000235,11290
781.0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,18000.0,4.0,Automatic,Front,Left wheel,White,0.0,15.0,40.00000000000017,40
1236.0,HONDA,FIT,Hatchback,No,Hybrid,1.3,121000.0,4.0,Variator,Front,Right-hand drive,White,0.0,14.0,8937.6191981185,8938
1363.0,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,255406.0,8.0,Automatic,4x4,Left wheel,Black,0.0,13.0,54568.000000001164,54568
781.0,TOYOTA,Prius,Sedan,No,Hybrid,1.8,376000.0,4.0,Automatic,Front,Left wheel,White,8.0,15.0,16934.99999999977,16932
502.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,49000.0,4.0,Automatic,Front,Left wheel,Blue,4.0,12.0,19007.55447937555,19002
781.0,JAGUAR,XF,Sedan,Yes,Petrol,4.2,113600.0,8.0,Tiptronic,Rear,Left wheel,Sky blue,8.0,17.0,26029.999999999338,26030
1095.0,SUZUKI,SX4,Jeep,No,Petrol,2.0,89000.0,4.0,Automatic,4x4,Left wheel,Black,6.0,17.0,8154.000000000202,8154
1714.0,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3.5,39814.0,6.0,Automatic,Rear,Left wheel,Black,0.0,8.0,4077.000000000071,4077
781.0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,13500.0,4.0,Tiptronic,Front,Left wheel,Black,4.0,13.0,17561.999999999683,17562
1017.0,FORD,Focus,Hatchback,No,Petrol,2.0,68188.0,4.0,Automatic,Front,Left wheel,Red,12.0,8.0,12544.000000000364,12544
777.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,120804.0,4.0,Automatic,Front,Left wheel,Silver,4.0,11.0,36995.63830900784,37000
1292.0,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3.0,49499.0,6.0,Automatic,4x4,Left wheel,Silver,0.0,9.0,19129.999999999818,19130
585.0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,50545.0,4.0,Tiptronic,Front,Left wheel,Grey,8.0,12.0,16308.000000000318,16308
502.0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,77000.0,4.0,Variator,Front,Left wheel,Red,0.0,12.0,13485.059993461082,13485
1104.0,MERCEDES-BENZ,C 400,Sedan,Yes,Petrol,3.0,29469.0,6.0,Automatic,4x4,Left wheel,White,12.0,10.0,4861.000000000073,4861
1091.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,113293.0,4.0,Automatic,Front,Left wheel,White,4.0,9.0,35005.36153537417,35005
431.0,KIA,Optima HYBRID,Sedan,No,Hybrid,2.0,75851.0,4.0,Automatic,Front,Left wheel,White,10.0,9.0,26029.999999999338,26030
687.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,132967.0,4.0,Automatic,Front,Left wheel,Grey,4.0,15.0,13477.169660262434,13476
781.0,HONDA,FIT,Sedan,No,Petrol,1.3,260000.0,4.0,Automatic,Front,Right-hand drive,Red,0.0,23.0,5644.498911980379,5645
781.0,BMW,328,Sedan,Yes,Diesel,2.0,85000.0,4.0,Tiptronic,Rear,Left wheel,Grey,8.0,12.0,43903.77937651874,43905
1514.0,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,160138.0,8.0,Automatic,4x4,Left wheel,White,0.0,14.0,43278.029998971506,43278
831.0,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,72924.0,4.0,Automatic,Front,Left wheel,Blue,4.0,8.0,39459.07363660652,39458
781.0,MERCEDES-BENZ,C 250 1.8 ტურბო,Sedan,Yes,Petrol,1.8,185000.0,4.0,Tiptronic,Rear,Left wheel,White,10.0,12.0,31360.99999999973,31361
781.0,OPEL,Vectra,Sedan,No,Petrol,1.6,214000.0,4.0,Automatic,Front,Left wheel,Brown,4.0,27.0,4500.000000000079,4500
765.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,155797.0,4.0,Automatic,Front,Left wheel,White,4.0,10.0,48653.08034885438,48697
915.0,BMW,535,Sedan,Yes,Diesel,3.0,98368.0,6.0,Automatic,4x4,Left wheel,White,12.0,11.0,13485.000000000256,13485
781.0,HYUNDAI,Elantra GT,Hatchback,No,Petrol,1.8,133280.0,4.0,Tiptronic,Front,Left wheel,Black,10.0,12.0,21639.00000000023,21639
781.0,MERCEDES-BENZ,C 200,Goods wagon,No,CNG,2.0,21000.0,4.0,Manual,Rear,Left wheel,Silver,4.0,25.0,9253.865746024061,9252
1018.0,CHEVROLET,Equinox,Jeep,No,Petrol,3.0,192000.0,6.0,Tiptronic,4x4,Left wheel,Black,8.0,14.0,16621.000000000327,16621
1646.0,LEXUS,GX 470,Jeep,Yes,Petrol,4.6,273493.0,8.0,Automatic,4x4,Left wheel,Silver,0.0,10.0,69935.00000000208,69935
891.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,331445.0,4.0,Automatic,Front,Left wheel,Silver,4.0,9.0,11290.000000000235,11290
781.0,BMW,320,Hatchback,No,Petrol,2.0,0.0,4.0,Manual,Rear,Left wheel,Grey,4.0,23.0,5958.999999999918,5959
779.0,SUBARU,Forester,Jeep,Yes,Petrol,2.5,173000.0,4.0,Variator,4x4,Left wheel,Blue,6.0,12.0,9095.000000000118,9095
640.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,36458.0,4.0,Automatic,Front,Left wheel,White,4.0,12.0,26343.036242484806,26343
749.0,CHEVROLET,Equinox,Jeep,Yes,Petrol,2.4,179995.0,4.0,Automatic,4x4,Left wheel,Blue,12.0,11.0,3920.0000000000528,3920
1399.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,189530.0,6.0,Automatic,4x4,Left wheel,Black,12.0,15.0,12387.999999999958,12388
781.0,OPEL,Astra G,Hatchback,No,Petrol,1.6,555555.0,4.0,Manual,Front,Left wheel,Blue,2.0,27.0,6999.999999999912,7000
1079.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,2.0,61795.0,4.0,Automatic,Front,Left wheel,Blue,12.0,7.0,1567.4569725815797,1568
639.0,SSANGYONG,Korando,Jeep,Yes,Diesel,2.0,134368.0,4.0,Automatic,Front,Left wheel,Black,4.0,11.0,25515.00228293286,25512
781.0,OPEL,Astra H,Goods wagon,No,Diesel,1.7,260000.0,4.0,Manual,Front,Left wheel,Silver,8.0,18.0,13485.000000000256,13485
1079.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,42563.0,4.0,Automatic,Front,Left wheel,White,4.0,7.0,55325.41417562791,55343
1053.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,219030.0,6.0,Automatic,4x4,Left wheel,Black,12.0,11.0,29792.999999999523,29793
781.0,VOLKSWAGEN,Caddy,Goods wagon,No,Diesel,2.0,195000.0,4.0,Manual,Front,Left wheel,Grey,2.0,21.0,10663.00000000014,10663
730.0,SSANGYONG,Actyon,Jeep,Yes,Petrol,1.6,70940.0,4.0,Automatic,Front,Left wheel,Black,4.0,9.0,43868.00000000049,43868
639.0,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,746740.0,4.0,Automatic,Front,Left wheel,Silver,4.0,11.0,10036.000000000015,10036
1104.0,BMW,X5,Jeep,Yes,Diesel,3.0,196614.0,6.0,Automatic,4x4,Left wheel,Black,0.0,10.0,940.9999999999992,941
1646.0,LEXUS,GX 470,Jeep,Yes,Petrol,4.6,273493.0,8.0,Automatic,4x4,Left wheel,Silver,0.0,10.0,61156.637211800116,61154
1172.0,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.5,342622.0,6.0,Automatic,4x4,Left wheel,Black,12.0,14.0,1568.0000000000232,1568
1185.0,TOYOTA,Camry,Sedan,No,Petrol,2.5,130000.0,4.0,Automatic,Front,Left wheel,Red,8.0,16.0,12544.000000000364,12544
1017.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,30008.0,4.0,Automatic,Front,Left wheel,Silver,4.0,8.0,49011.8209829574,48998
1514.0,LEXUS,GX 470,Sedan,Yes,Petrol,4.6,202048.0,8.0,Automatic,4x4,Left wheel,White,0.0,14.0,392.00000000000034,392
781.0,TOYOTA,Camry,Sedan,No,Petrol,2.5,75000.0,4.0,Tiptronic,Front,Left wheel,White,8.0,13.0,22894.000000000462,22894
834.0,TOYOTA,Tacoma,Jeep,Yes,Petrol,2.7,265558.0,4.0,Automatic,Rear,Left wheel,White,12.0,12.0,14583.000000000004,14583
1194.0,TOYOTA,Tacoma,Sedan,Yes,Petrol,4.0,57554.0,6.0,Automatic,4x4,Left wheel,Silver,12.0,12.0,19129.999999999818,19130
697.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.2,70304.0,4.0,Automatic,Front,Left wheel,Silver,4.0,13.0,16901.07962266891,16913
781.0,TOYOTA,Prius,Sedan,No,Hybrid,1.5,220800.0,4.0,Variator,Front,Left wheel,Blue,8.0,16.0,15367.000000000242,15367
781.0,BMW,X5,Jeep,Yes,Petrol,3.0,121121.0,6.0,Automatic,4x4,Left wheel,Black,10.0,17.0,111.0010642115267,110
531.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,132000.0,4.0,Automatic,Front,Left wheel,Silver,4.0,13.0,18826.000000000273,18826
781.0,HYUNDAI,Tucson,Jeep,Yes,Petrol,2.0,104000.0,4.0,Automatic,4x4,Left wheel,Brown,2.0,14.0,26029.999999999338,26030
911.0,KIA,Cadenza,Sedan,Yes,Petrol,2.7,110823.0,6.0,Automatic,Front,Left wheel,Black,4.0,14.0,18427.924771732793,18440
1399.0,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,172659.0,6.0,Automatic,4x4,Left wheel,White,12.0,15.0,706.0000000000072,706
781.0,MERCEDES-BENZ,Viano,Minivan,Yes,CNG,3.2,0.0,6.0,Tiptronic,Rear,Right-hand drive,Carnelian red,8.0,21.0,11290.999601676074,11290
707.0,CHEVROLET,Cruze,Sedan,Yes,Diesel,2.0,162001.0,4.0,Automatic,Front,Left wheel,White,4.0,14.0,14889.397537022372,14884
697.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,10000.0,6.0,Tiptronic,Front,Left wheel,Black,9.0,10.0,14739.999999999738,14740
831.0,SSANGYONG,Actyon,Jeep,Yes,Petrol,1.6,81348.0,4.0,Automatic,Front,Left wheel,Silver,4.0,8.0,35609.26552293653,35610
781.0,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,0.0,4.0,Automatic,Front,Left wheel,Silver,0.0,7.0,14739.99999999971,14740
781.0,OPEL,Corsa,Hatchback,No,Petrol,1.4,270000.0,4.0,Manual,Front,Left wheel,Black,2.0,29.0,2195.199781745346,2195
475.0,FIAT,500,Hatchback,Yes,Petrol,1.4,172315.0,4.0,Automatic,Front,Left wheel,Brown,12.0,13.0,1175.9999999999998,1176
781.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.0,167000.0,6.0,Tiptronic,Rear,Left wheel,Silver,12.0,14.0,35741.06800743246,35752
781.0,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.0,150000.0,6.0,Tiptronic,4x4,Left wheel,Black,12.0,12.0,78403.00000000099,78403
891.0,HYUNDAI,Elantra,Sedan,No,Petrol,2.0,88000.0,4.0,Automatic,Front,Left wheel,Black,8.0,9.0,25087.85872905419,25089
1017.0,HYUNDAI,Sonata,Jeep,Yes,LPG,2.0,342961.0,4.0,Automatic,Front,Left wheel,Orange,4.0,8.0,13798.999999999853,13799
1018.0,BMW,X5,Jeep,Yes,Petrol,3.0,170043.0,6.0,Automatic,4x4,Left wheel,Grey,12.0,14.0,11133.099955568172,11133
765.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,14368.0,4.0,Automatic,Front,Left wheel,Black,4.0,10.0,20164.527732232757,20165
781.0,MERCEDES-BENZ,E 220,Sedan,No,Diesel,2.2,230000.0,4.0,Manual,Rear,Left wheel,Silver,7.0,27.0,8781.00000000004,8781
584.0,KIA,Avella,Sedan,Yes,Petrol,1.8,185334.0,4.0,Automatic,Front,Left wheel,Silver,11.0,11.0,861.999999999996,862
765.0,FORD,Fusion,Sedan,Yes,Petrol,2.0,71454.0,4.0,Automatic,Front,Left wheel,Black,0.0,10.0,16934.99999999977,16935
586.0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,129000.0,4.0,Tiptronic,Front,Left wheel,Blue,11.0,13.0,14739.999999999738,14740
1104.0,AUDI,Q7,Jeep,Yes,Petrol,3.0,71717.0,6.0,Automatic,4x4,Left wheel,Black,0.0,10.0,549.0000000000008,549
764.0,KIA,Optima,Sedan,Yes,Petrol,1.7,30157.0,4.0,Automatic,Front,Left wheel,White,4.0,9.0,26497.79437019505,26500
697.0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,147200.0,4.0,Automatic,Front,Left wheel,White,8.0,10.0,13172.000000000005,13172
640.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,149289.0,4.0,Automatic,Front,Left wheel,White,4.0,12.0,16744.098395460158,16741
1714.0,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3.5,95541.0,6.0,Automatic,Rear,Left wheel,Black,0.0,8.0,39200.999999999585,39201
781.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.2,290000.0,4.0,Automatic,4x4,Left wheel,Black,4.0,16.0,18188.999999999854,18189
2004.0,MERCEDES-BENZ,240,Sedan,No,Petrol,2.4,1700000.0,6.0,Automatic,Rear,Left wheel,Silver,6.0,27.0,5958.639738802607,5959
765.0,CHEVROLET,Orlando,Jeep,Yes,LPG,2.0,31880.0,4.0,Automatic,Front,Left wheel,Black,4.0,10.0,18343.983569212483,18346
781.0,OPEL,Astra G,Universal,No,CNG,1.6,300000.0,4.0,Manual,Front,Left wheel,White,4.0,25.0,7526.819966277084,7527
781.0,TOYOTA,Vitz,Sedan,No,Petrol,1.3,145000.0,4.0,Automatic,Front,Left wheel,Silver,2.0,18.0,10975.999999999767,10976
781.0,TOYOTA,Vitz,Hatchback,No,Petrol,1.5,145000.0,4.0,Variator,Front,Right-hand drive,Grey,2.0,20.0,11917.000000000196,11917
1148.0,VOLKSWAGEN,Polo,Hatchback,No,Petrol,1.2,81000.0,4.0,Tiptronic,Front,Right-hand drive,Black,2.0,14.0,8500.000000000127,8500
777.0,LEXUS,IS 250,Sedan,Yes,Petrol,2.5,126021.0,6.0,Automatic,Rear,Left wheel,White,12.0,11.0,627.000000000001,627
891.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,49454.0,4.0,Automatic,Front,Left wheel,White,4.0,9.0,54451.44677468547,54458
1750.0,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,269013.0,6.0,Automatic,4x4,Left wheel,Black,12.0,17.0,549.0000000000008,549
784.0,TOYOTA,Yaris,Sedan,Yes,Petrol,1.5,102322.0,4.0,Automatic,Front,Left wheel,White,12.0,8.0,3057.9999999999836,3058
382.0,FORD,Fusion,Sedan,Yes,Hybrid,2.0,100747.0,4.0,Automatic,Front,Left wheel,Green,0.0,10.0,2665.999999999961,2666
645.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,197328.0,4.0,Automatic,Front,Left wheel,White,12.0,14.0,187.99999999999787,188
503.0,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,91000.0,4.0,Automatic,Front,Left wheel,Yellow,4.0,13.0,19824.6234458197,19823
830.0,HONDA,Accord,Sedan,Yes,Petrol,1.5,4088.0,4.0,Automatic,Front,Left wheel,Blue,12.0,6.0,6429.000000000063,6429
781.0,TOYOTA,Camry,Sedan,Yes,Hybrid,2.4,188800.0,4.0,Variator,Front,Left wheel,Grey,8.0,19.0,14426.000000000106,14426
891.0,HONDA,Civic,Sedan,Yes,Petrol,2.0,22601.0,4.0,Automatic,Front,Left wheel,Grey,4.0,9.0,48269.552335404136,48261
765.0,FORD,Focus,Sedan,No,Petrol,2.0,116923.0,4.0,Tiptronic,Front,Left wheel,White,8.0,10.0,8467.000000000095,8467
934.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,60000.0,4.0,Tiptronic,Front,Left wheel,Black,12.0,10.0,32614.607194527234,32615
1750.0,TOYOTA,Highlander,Sedan,Yes,Hybrid,3.3,287274.0,6.0,Automatic,4x4,Left wheel,White,12.0,17.0,124.99999999999899,125
765.0,FORD,Escape SE,Jeep,No,Petrol,2.0,106961.0,4.0,Automatic,4x4,Left wheel,Blue,8.0,10.0,19285.359431019726,19287
1646.0,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,102907.0,8.0,Automatic,4x4,Left wheel,Black,0.0,10.0,706.0000000000072,706
891.0,MERCEDES-BENZ,GLA 250,Jeep,Yes,Petrol,2.0,109555.0,4.0,Automatic,Front,Left wheel,White,0.0,9.0,8310.999999999787,8311
781.0,NISSAN,Tiida,Hatchback,Yes,Petrol,1.5,129000.0,4.0,Automatic,Front,Right-hand drive,Yellow,4.0,19.0,8467.000000000095,8467
531.0,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,117061.0,4.0,Automatic,Front,Left wheel,Grey,4.0,13.0,15324.358522673478,15323
639.0,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,122904.0,4.0,Automatic,Front,Left wheel,Blue,4.0,11.0,45432.04634598958,45436
1327.0,TOYOTA,Camry,Sedan,No,Petrol,2.5,142000.0,4.0,Tiptronic,Front,Left wheel,White,12.0,7.0,28225.000000000808,28225
530.0,FORD,Fusion,Sedan,Yes,Petrol,1.6,117000.0,4.0,Tiptronic,Front,Left wheel,Grey,12.0,12.0,10349.00000000012,10349
781.0,MITSUBISHI,Pajero IO,Jeep,No,Petrol,2.0,97500.0,4.0,Automatic,4x4,Left wheel,Black,2.0,25.0,10975.999999999767,10976
781.0,MITSUBISHI,Pajero,Jeep,No,Diesel,2.8,278374.0,4.0,Automatic,4x4,Right-hand drive,Green,2.0,28.0,8467.000000000095,8467
781.0,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,145600.0,6.0,Automatic,Front,Left wheel,Silver,4.0,13.0,23520.999999999854,23521
781.0,FORD,Transit,Microbus,No,Diesel,2.5,30000.0,4.0,Manual,Rear,Left wheel,Carnelian red,2.0,30.0,8783.277832498652,8781
645.0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,560157.0,4.0,Automatic,Front,Left wheel,Red,12.0,14.0,220.00000000000227,220
1047.0,OPEL,Astra H,Hatchback,No,Petrol,1.6,190000.0,4.0,Manual,Front,Left wheel,Silver,6.0,18.0,9095.000000000118,9095
1055.0,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,107800.0,6.0,Automatic,Rear,Left wheel,Grey,12.0,12.0,5801.999999999955,5802
1750.0,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,318467.0,6.0,Automatic,4x4,Left wheel,Blue,12.0,17.0,250.99999999999778,251
781.0,VOLKSWAGEN,Jetta,Sedan,No,Petrol,2.5,316501.0,1.0,Automatic,Front,Left wheel,Silver,0.0,18.0,7840.0000000000055,7840
595.0,FORD,Fusion,Sedan,Yes,Petrol,1.5,60000.0,4.0,Automatic,Front,Left wheel,Black,12.0,10.0,23520.999999999854,23521
781.0,TOYOTA,Prius,Hatchback,No,Hybrid,1.1,220800.0,2.0,Variator,Front,Left wheel,Blue,4.0,17.0,10975.999999999767,10976
891.0,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,112161.0,4.0,Automatic,Front,Left wheel,White,4.0,9.0,21325.999999999793,21326
781.0,SEAT,Ibiza,Hatchback,No,Diesel,1.9,187000.0,4.0,Manual,Front,Left wheel,Silver,2.0,24.0,3700.6247507443154,3700
836.0,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,50132.0,4.0,Automatic,Front,Left wheel,Black,4.0,15.0,14413.477176017313,14385
777.0,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,139905.0,4.0,Automatic,Front,Left wheel,Silver,4.0,11.0,36978.29694771864,36968
1058.0,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.5,205250.0,6.0,Automatic,4x4,Left wheel,Silver,12.0,13.0,29479.1999667649,29479
781.0,BMW,X5,Jeep,Yes,Diesel,3.0,330000.0,6.0,Tiptronic,4x4,Left wheel,Grey,12.0,20.0,20.044898489768777,19
781.0,BMW,323,Universal,No,Petrol,2.3,200000.0,4.0,Tiptronic,4x4,Right-hand drive,Blue,6.0,22.0,6998.435337630823,6968
917.0,BMW,X5,Jeep,Yes,Diesel,3.0,88829.0,6.0,Automatic,4x4,Left wheel,Black,12.0,12.0,9251.999999999964,9252
781.0,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,37474.0,4.0,Manual,Front,Left wheel,Silver,8.0,8.0,23836.392815384366,23834
289.0,FORD,Escape,Sedan,Yes,Hybrid,0.4,209843.0,4.0,Automatic,Front,Left wheel,Grey,0.0,17.0,187.99999999999787,188
900.0,KIA,Optima,Sedan,Yes,Petrol,2.4,150325.0,4.0,Automatic,Front,Left wheel,White,12.0,10.0,3292.9999999999627,3293
586.0,TOYOTA,Prius V,Hatchback,No,Hybrid,1.8,360755.0,4.0,Automatic,Front,Left wheel,Sky blue,12.0,13.0,15207.969991377538,15200
639.0,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,160087.0,4.0,Automatic,Front,Left wheel,Grey,4.0,11.0,25451.84303579678,25456
