Price,Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage(Km),Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Age
862,690,HONDA,FIT,Jeep,Yes,Petrol,1.5,31869,4,Automatic,Front,Left wheel,Black,0,9
25669,502,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,105000,4,Automatic,Front,Left wheel,Black,4,12
68681,1493,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3.5,117368,6,Automatic,4x4,Left wheel,Black,0,9
6899,-,SUZUKI,Aerio SX,Hatchback,No,Petrol,2.0,192000,4,Automatic,Front,Left wheel,Blue,2,22
1176,753,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,0,4,Automatic,Front,Left wheel,Red,0,13
784,1537,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,472304,6,Automatic,4x4,Left wheel,White,12,16
31047,-,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.0,124000,6,Tiptronic,4x4,Left wheel,Grey,10,15
5331,-,MERCEDES-BENZ,A 190,Hatchback,Yes,Petrol,1.9,123000,4,Automatic,Front,Right-hand drive,Black,6,23
3450,1624,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,109139,6,Automatic,Rear,Left wheel,Black,12,16
16621,-,BMW,328,Sedan,Yes,Petrol,2.8,160000,6,Tiptronic,4x4,Left wheel,White,8,15
2500,-,ROVER,216,Sedan,No,Petrol,1.6,162000,4,Manual,Front,Left wheel,Carnelian red,2,28
6272,1624,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.5,274088,6,Automatic,4x4,Left wheel,Black,12,16
16621,638,KIA,Optima,Sedan,Yes,Petrol,2.0,40067,4,Automatic,Front,Left wheel,Silver,4,11
45928,880,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,22918,4,Automatic,Front,Left wheel,White,4,7
10349,-,SUZUKI,XL7 limited,Jeep,Yes,CNG,2.7,232000,6,Automatic,4x4,Left wheel,Beige,6,23
706,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,115312,4,Automatic,Front,Left wheel,Grey,12,11
16778,1024,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,77102,4,Automatic,Front,Left wheel,Black,4,15
12231,-,NISSAN,X-Trail,Universal,Yes,Petrol,2.0,170000,3,Automatic,4x4,Left wheel,Golden,2,21
8634,640,KIA,Optima,Sedan,Yes,Petrol,2.0,47232,4,Automatic,Front,Left wheel,Silver,4,12
17562,-,FIAT,500 Abarth ტურბო,Sedan,No,Petrol,1.4,100000,6,Manual,Front,Left wheel,Grey,6,13
21639,-,HYUNDAI,Veloster,Hatchback,No,Petrol,1.6,17200,4,Tiptronic,Front,Left wheel,Red,10,10
27435,501,HONDA,FIT,Hatchback,Yes,Petrol,1.5,109000,4,Automatic,Front,Left wheel,White,4,11
20385,-,HYUNDAI,Veloster,Hatchback,Yes,Petrol,1.6,120000,6,Automatic,Front,Left wheel,Black,0,13
20385,639,FORD,Fusion,Sedan,Yes,Petrol,2.0,70600,4,Tiptronic,Front,Left wheel,White,8,11
20209,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,108900,4,Automatic,Front,Left wheel,Silver,4,13
2500,-,RENAULT,Laguna,Sedan,No,Petrol,2.0,32000,4,Manual,Front,Left wheel,Blue,0,30
17876,-,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,161000,4,Variator,Front,Left wheel,Sky blue,6,13
34340,1292,KIA,Cadenza,Sedan,Yes,Petrol,3.0,27812,6,Automatic,Front,Left wheel,Silver,4,9
34811,919,BMW,X5,Jeep,Yes,Diesel,3.0,70994,6,Automatic,4x4,Left wheel,Black,0,13
73071,1646,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,188078,8,Automatic,4x4,Left wheel,Black,0,10
5175,-,NISSAN,Skyline,Sedan,No,CNG,2.5,197000,6,Tiptronic,Rear,Right-hand drive,Silver,4,22
56136,1017,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2.0,50963,4,Automatic,Rear,Left wheel,Black,12,8
1019,1537,TOYOTA,Highlander,Sedan,Yes,Hybrid,3.3,318358,6,Automatic,4x4,Left wheel,Black,12,16
1098,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,398069,4,Automatic,Front,Left wheel,Black,12,11
17942,530,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,196448,4,Automatic,Front,Left wheel,Black,4,12
17000,1195,MERCEDES-BENZ,Vito,Minivan,No,Diesel,2.2,198700,4,Manual,Rear,Left wheel,White,6,17
3450,607,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,9626,4,Automatic,Front,Left wheel,Black,12,6
6000,-,AUDI,A4,Sedan,Yes,Petrol,1.8,0,4,Tiptronic,4x4,Left wheel,Grey,6,22
15994,1172,MERCEDES-BENZ,E 350,Coupe,Yes,Diesel,3.5,170429,6,Automatic,Rear,Left wheel,Silver,12,14
45473,-,HUMMER,H2,Jeep,Yes,Petrol,6.0,55000,8,Automatic,4x4,Left wheel,Black,10,22
47217,891,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,149476,4,Automatic,Front,Left wheel,Grey,4,9
47989,891,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,43000,4,Automatic,Front,Left wheel,Black,4,9
627,586,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,142394,4,Automatic,Front,Left wheel,White,0,13
12544,1347,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,150891,4,Automatic,Front,Left wheel,Silver,4,17
25591,530,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,81351,4,Automatic,Front,Left wheel,White,4,12
16935,503,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,205712,4,Automatic,Front,Left wheel,Brown,8,13
549,1190,TOYOTA,Tacoma,Sedan,Yes,Petrol,4.0,238203,6,Automatic,4x4,Left wheel,Grey,12,11
15367,761,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,147000,4,Automatic,Front,Left wheel,Black,10,15
10036,-,TOYOTA,Vitz,Sedan,No,Petrol,1.0,11111,3,Automatic,Front,Right-hand drive,Silver,4,18
8781,-,MITSUBISHI,Airtrek,Jeep,No,Petrol,2.0,168000,4,Tiptronic,4x4,Right-hand drive,White,4,23
40092,831,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,33507,4,Automatic,Front,Left wheel,White,4,8
6586,-,OPEL,Vectra,Sedan,No,CNG,1.8,0,4,Manual,Front,Left wheel,Silver,6,26
13485,-,HONDA,FIT,Hatchback,No,Hybrid,1.3,97000,4,Variator,Front,Right-hand drive,Green,6,14
7213,-,BMW,318,Sedan,No,CNG,1.9,312000,4,Manual,Rear,Left wheel,White,8,27
15681,1077,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,18950,4,Automatic,Front,Left wheel,Black,12,6
706,1249,TOYOTA,RAV 4,Jeep,Yes,Petrol,2.5,29333,4,Automatic,Front,Left wheel,Grey,12,8
50018,1017,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,61600,4,Automatic,Front,Left wheel,Black,4,8
3293,530,NISSAN,Juke,Jeep,Yes,Petrol,1.6,153888,4,Automatic,4x4,Left wheel,White,0,12
9565,1058,TOYOTA,Highlander,Jeep,Yes,Petrol,3.5,285186,6,Automatic,Front,Left wheel,Grey,12,13
40769,777,TOYOTA,RAV 4 XLE,Jeep,No,Petrol,2.5,20800,4,Tiptronic,4x4,Left wheel,White,12,11
20698,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,26729,4,Automatic,Front,Left wheel,Grey,4,9
30800,1058,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,890000,6,Tiptronic,Rear,Left wheel,Grey,12,13
30,-,NISSAN,Tiida,Hatchback,No,Petrol,1.3,0,4,Automatic,Front,Right-hand drive,Silver,4,20
66815,1079,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,40808,4,Automatic,Front,Left wheel,Black,4,7
9879,1018,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.0,273186,6,Automatic,Rear,Left wheel,White,12,14
13172,1834,MERCEDES-BENZ,Vito,Minivan,No,Diesel,2.2,179375,4,Manual,Rear,Left wheel,Blue,0,21
11604,639,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,291437,4,Automatic,Front,Left wheel,Silver,4,11
47042,518,TOYOTA,RAV 4,Jeep,No,Hybrid,2.5,30402,4,Variator,4x4,Left wheel,Blue,6,9
17562,1077,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,2.0,6565,4,Automatic,Front,Left wheel,Silver,12,6
2300,-,VOLKSWAGEN,Golf,Sedan,No,CNG,2.0,0,4,Manual,Front,Left wheel,Green,0,29
19707,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,97000,4,Automatic,Front,Left wheel,White,4,13
10976,-,TOYOTA,Prius,Sedan,No,Hybrid,1.5,999999,6,Automatic,Front,Left wheel,White,5,20
314,1024,FORD,Fusion,Sedan,Yes,Petrol,2.5,168960,4,Automatic,Front,Left wheel,Silver,12,15
78403,-,BMW,X6,Jeep,Yes,Petrol,3.5,180000,6,Tiptronic,4x4,Left wheel,Black,0,15
12544,707,SUZUKI,SX4,Sedan,No,Petrol,2.0,74500,4,Automatic,Front,Left wheel,Grey,8,14
68994,-,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.5,207568,6,Tiptronic,4x4,Left wheel,Grey,10,11
13956,603,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,143619,6,Automatic,4x4,Left wheel,Black,12,10
4077,1363,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,150909,8,Automatic,4x4,Left wheel,Black,0,13
32302,1604,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,5.5,101424,8,Automatic,4x4,Left wheel,Grey,12,11
10663,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,343047,4,Automatic,Front,Left wheel,Silver,4,10
18817,-,TOYOTA,Camry,Sedan,No,Hybrid,2.4,80000,4,Automatic,Front,Left wheel,Golden,8,15
862,1399,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,239224,6,Automatic,4x4,Left wheel,Black,12,15
3450,831,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,224349,4,Automatic,Front,Left wheel,Grey,0,14
25,-,HONDA,Insight,Hatchback,No,Hybrid,1.3,160000,4,Automatic,Front,Left wheel,White,4,14
282,2455,LEXUS,GX 470,Jeep,Yes,Petrol,4.7,218126,8,Automatic,4x4,Left wheel,Black,0,17
25716,474,CHEVROLET,Volt,Hatchback,Yes,Plug-in Hybrid,1.4,91000,4,Variator,Front,Left wheel,Grey,10,12
34808,1249,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,15602,4,Automatic,Front,Left wheel,Silver,4,8
10000,1268,HONDA,Fred,Minivan,No,Petrol,1.5,145000,4,Automatic,Front,Right-hand drive,Silver,4,13
35234,831,JEEP,Compass,Jeep,Yes,Petrol,2.4,40056,4,Automatic,Front,Left wheel,Grey,4,14
15994,2156,MERCEDES-BENZ,CLK 240,Coupe,Yes,Petrol,2.6,119000,6,Automatic,Rear,Left wheel,White,8,23
69935,1646,LEXUS,GX 470,Jeep,Yes,Petrol,4.6,273493,8,Automatic,4x4,Left wheel,Silver,0,10
8467,-,HONDA,FIT,Hatchback,No,Petrol,1.3,150346,6,Variator,Front,Right-hand drive,Silver,4,24
26804,640,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,52326,4,Automatic,Front,Left wheel,Grey,4,12
549,645,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,83390,4,Automatic,Front,Left wheel,Black,12,14
16088,836,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,100000,4,Automatic,Front,Left wheel,Grey,4,15
15367,862,NISSAN,Rogue,Jeep,No,Petrol,2.5,72000,4,Automatic,4x4,Left wheel,Brown,8,14
19444,915,PORSCHE,Cayenne,Jeep,Yes,Diesel,3.0,175056,6,Automatic,4x4,Left wheel,White,12,11
1882,862,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,236936,4,Automatic,Front,Left wheel,Blue,12,14
1490,1058,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.5,363059,6,Automatic,4x4,Left wheel,White,12,13
13799,751,KIA,Optima,Sedan,No,Petrol,2.4,104680,4,Automatic,Front,Left wheel,Silver,0,12
24462,-,HYUNDAI,Sonata,Sedan,No,Petrol,2.4,60800,4,Tiptronic,Front,Left wheel,White,8,9
19121,583,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,132742,4,Automatic,Front,Left wheel,Silver,4,14
10036,1024,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,60517,4,Automatic,Front,Left wheel,Yellow,4,15
21953,781,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,114000,4,Tiptronic,Front,Left wheel,Silver,12,13
1098,1018,AUDI,A6,Sedan,Yes,Petrol,3.0,0,6,Automatic,4x4,Left wheel,Silver,12,14
21953,640,BMW,328,Sedan,Yes,Petrol,2.0,201360,4,Tiptronic,Rear,Left wheel,Silver,6,12
8781,-,MERCEDES-BENZ,E 320,Sedan,Yes,Petrol,0.6,230000,6,Automatic,Rear,Left wheel,Blue,8,26
5018,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,190549,4,Automatic,Front,Left wheel,Black,12,12
6429,1079,KIA,SOUL,Sedan,Yes,Petrol,2.0,107109,4,Automatic,Front,Left wheel,White,12,7
20071,1292,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3.0,62938,6,Automatic,4x4,Left wheel,Black,0,9
14113,-,MERCEDES-BENZ,ML 320,Jeep,Yes,Petrol,3.2,141800,6,Tiptronic,4x4,Left wheel,Silver,8,22
5018,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,190549,4,Automatic,Front,Left wheel,Black,12,12
19444,-,VOLKSWAGEN,Golf TDI,Hatchback,No,Diesel,2.0,151000,4,Tiptronic,Front,Left wheel,Black,8,14
5018,830,CHEVROLET,Malibu,Coupe,Yes,Petrol,1.5,8710,4,Automatic,Front,Left wheel,Black,12,6
18826,528,HYUNDAI,Elantra,Sedan,Yes,Diesel,1.6,111232,4,Automatic,Front,Left wheel,White,4,11
22567,640,CHEVROLET,Malibu,Sedan,Yes,Petrol,2.0,201612,4,Automatic,Front,Left wheel,White,4,12
1568,1055,LEXUS,ES 350,Sedan,Yes,Petrol,3.5,204874,6,Automatic,Front,Left wheel,White,12,12
10036,-,MERCEDES-BENZ,C 200 Kompressor,Sedan,No,Petrol,2.0,199000,4,Automatic,Rear,Left wheel,Black,9,25
39201,730,SSANGYONG,Actyon,Jeep,Yes,Petrol,1.6,60108,4,Automatic,Front,Left wheel,White,4,9
470,1399,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,229904,6,Automatic,4x4,Left wheel,Black,12,15
157,640,FORD,Fusion,Sedan,Yes,Hybrid,2.0,339920,4,Automatic,Front,Left wheel,White,0,12
20385,-,HYUNDAI,Sonata LIMITED,Sedan,Yes,Hybrid,2.4,104000,4,Automatic,Front,Left wheel,White,10,14
34572,765,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,146948,4,Automatic,Front,Left wheel,White,4,10
15367,475,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,61100,4,Tiptronic,Front,Left wheel,Red,12,13
11000,-,JEEP,Liberty,Jeep,Yes,LPG,3.7,137582,6,Automatic,4x4,Right-hand drive,Silver,6,24
16308,-,MERCEDES-BENZ,Sprinter,Microbus,Yes,Diesel,2.2,50000,4,Manual,Rear,Left wheel,Blue,6,23
6899,-,SUBARU,Legacy,Sedan,No,Petrol,2.0,101000,4,Tiptronic,4x4,Right-hand drive,Silver,6,21
3200,-,FORD,Taurus,Sedan,No,CNG,3.0,160000,6,Automatic,Front,Left wheel,Golden,4,27
470,531,NISSAN,Juke,Sedan,Yes,Petrol,1.6,136712,4,Automatic,4x4,Left wheel,White,0,13
314,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,225510,4,Automatic,Front,Left wheel,White,12,12
392,831,HYUNDAI,Tucson,Jeep,Yes,Petrol,2.4,179746,4,Automatic,Front,Left wheel,White,0,14
43576,730,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,33261,4,Automatic,Front,Left wheel,White,4,9
9722,1051,HONDA,Accord,Coupe,Yes,Petrol,2.4,103467,4,Automatic,Front,Left wheel,White,12,9
25,-,HONDA,FIT,Hatchback,No,Petrol,1.3,157000,4,Automatic,Front,Right-hand drive,Silver,4,20
10976,-,MERCEDES-BENZ,V 230,Minivan,Yes,CNG,2.3,300000,4,Manual,Front,Left wheel,Black,8,27
10976,645,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,820000,4,Tiptronic,Front,Left wheel,Silver,6,14
4200,-,MERCEDES-BENZ,190,Sedan,No,CNG,2.0,284000,4,Manual,Rear,Left wheel,Red,0,40
11604,-,NISSAN,Skyline,Sedan,Yes,Petrol,2.5,150000,6,Tiptronic,Rear,Right-hand drive,Blue,8,19
19444,-,KIA,Optima,Sedan,Yes,Petrol,2.4,83000,4,Tiptronic,Front,Left wheel,Carnelian red,12,14
12074,1537,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,420550,6,Automatic,4x4,Left wheel,Blue,12,16
8781,431,FORD,Fusion,Sedan,Yes,Hybrid,2.0,194974,4,Automatic,Front,Left wheel,Black,0,9
220,1185,FORD,Escape,Jeep,Yes,Hybrid,2.5,193614,4,Automatic,Front,Left wheel,White,0,16
18817,530,FORD,Fusion,Sedan,No,Petrol,1.6,152000,4,Tiptronic,Front,Left wheel,White,10,12
15053,-,MERCEDES-BENZ,E 320,Sedan,Yes,Petrol,3.2,153000,6,Automatic,Rear,Right-hand drive,Silver,10,22
111332,-,TOYOTA,Land Cruiser,Jeep,Yes,Petrol,4.7,180000,8,Tiptronic,4x4,Left wheel,Black,8,12
470,934,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,210450,4,Automatic,Front,Left wheel,Black,12,10
18817,-,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,154000,4,Automatic,Front,Left wheel,Grey,12,15
19416,642,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,139633,4,Automatic,Front,Left wheel,Black,4,13
1646,382,FORD,C-MAX,Hatchback,Yes,Hybrid,2.0,193106,4,Automatic,Front,Left wheel,Silver,12,10
28852,-,FORD,Escape,Jeep,Yes,Petrol,1.6,123000,4,Automatic,Front,Left wheel,Grey,0,10
18817,-,MERCEDES-BENZ,C 300,Sedan,Yes,Petrol,3.0,130000,6,Tiptronic,Front,Left wheel,White,0,16
1882,1053,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,146395,6,Automatic,Rear,Left wheel,Grey,12,11
110,-,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,208000,4,Tiptronic,Front,Left wheel,Black,12,12
4077,-,OPEL,Astra,Hatchback,No,CNG,1.6,270000,4,Manual,Front,Left wheel,White,8,25
941,1811,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,260771,8,Automatic,4x4,Left wheel,Black,0,15
26657,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,26900,4,Automatic,Front,Left wheel,Blue,12,11
470,753,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,202864,4,Automatic,Front,Left wheel,Blue,0,13
4077,-,MERCEDES-BENZ,C 180,Sedan,No,CNG,1.8,200000,4,Manual,Rear,Left wheel,Silver,2,30
43868,730,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,54496,4,Automatic,Front,Left wheel,Blue,4,9
27356,87,HYUNDAI,Elantra,Sedan,Yes,LPG,0.0,65004,4,Automatic,Front,Left wheel,White,4,9
627,1077,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,24339,4,Automatic,Front,Left wheel,Blue,12,6
1019,1104,BMW,X5,Jeep,Yes,Diesel,3.0,196614,6,Automatic,4x4,Left wheel,Black,0,10
14081,1024,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,124850,4,Automatic,Front,Left wheel,White,4,15
5645,1586,KIA,Sorento,Jeep,Yes,Diesel,2.5,77452,4,Automatic,Front,Left wheel,Silver,4,18
48610,1273,TOYOTA,Sienna,Minivan,Yes,Petrol,3.5,93000,6,Tiptronic,Front,Left wheel,Black,12,10
627,639,VOLKSWAGEN,Jetta,Sedan,Yes,Diesel,2.0,99653,4,Automatic,Front,Left wheel,Grey,0,11
114468,1292,LAND ROVER,Land Rover Sport,Jeep,Yes,Petrol,3.0,51000,6,Tiptronic,4x4,Left wheel,White,10,9
26306,1091,HYUNDAI,H1,Universal,Yes,Diesel,2.5,199596,4,Automatic,Front,Left wheel,Silver,4,9
17876,753,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,131000,4,Tiptronic,Front,Left wheel,Black,12,13
10349,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,372093,4,Automatic,Front,Left wheel,Orange,4,9
16935,308,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,91358,4,Variator,Front,Left wheel,Grey,12,11
28225,640,BMW,X1,Jeep,Yes,Petrol,2.0,108000,12,Tiptronic,Front,Left wheel,Black,12,12
392,353,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,115347,4,Automatic,Front,Left wheel,Grey,0,10
27463,1211,JAGUAR,XF,Sedan,Yes,Diesel,3.0,127632,4,Automatic,Front,Left wheel,White,4,15
25089,586,MERCEDES-BENZ,C 250,Sedan,Yes,Petrol,1.8,109000,4,Automatic,Rear,Left wheel,Red,12,13
22894,-,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,37000,12,Automatic,Rear,Left wheel,Red,0,11
15994,-,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,163000,6,Tiptronic,4x4,Left wheel,Silver,8,17
30326,1091,HYUNDAI,H1,Universal,Yes,Diesel,2.5,40877,4,Automatic,Front,Left wheel,Grey,4,9
14113,-,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,0,4,Automatic,Front,Left wheel,Sky blue,4,18
784,629,NISSAN,Juke,Jeep,Yes,Petrol,1.6,111402,4,Automatic,4x4,Left wheel,Black,0,10
17876,-,FORD,Transit,Microbus,No,Diesel,2.2,133700,4,Manual,Front,Left wheel,White,6,14
5018,1399,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,167222,6,Automatic,4x4,Left wheel,Black,12,15
13172,1185,FORD,Escape,Jeep,Yes,Hybrid,2.5,164600,4,Automatic,Front,Left wheel,Grey,10,16
15681,-,TOYOTA,Prius,Hatchback,Yes,LPG,1.8,360000,4,Variator,Front,Left wheel,Blue,4,15
6272,789,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.6,66444,4,Automatic,Front,Left wheel,Black,4,16
2666,521,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.4,288778,4,Automatic,Front,Left wheel,Black,0,14
1803,574,HONDA,Insight,Hatchback,Yes,Hybrid,1.3,187312,4,Automatic,Front,Left wheel,Blue,0,15
19757,-,SKODA,Octavia SCOUT,Universal,No,Petrol,1.8,200000,4,Manual,4x4,Left wheel,Silver,12,14
13172,-,KIA,Ceed,Sedan,No,Petrol,1.6,22222,4,Manual,Front,Left wheel,Red,7,17
7840,986,SUZUKI,Kizashi,Sedan,No,Petrol,2.4,128000,4,Tiptronic,4x4,Left wheel,Sky blue,12,15
15681,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,248705,4,Automatic,Front,Left wheel,Silver,4,9
941,1850,LEXUS,RX 400,Jeep,Yes,Hybrid,3.5,364523,6,Automatic,4x4,Left wheel,Black,12,17
10192,-,MERCEDES-BENZ,B 170 B Class,Sedan,Yes,Petrol,1.7,98000,4,Tiptronic,Front,Left wheel,White,6,19
18800,530,HYUNDAI,Veloster,Hatchback,Yes,Petrol,1.6,53000,4,Tiptronic,Front,Left wheel,Blue,10,12
4704,-,OPEL,Astra,Coupe,No,Petrol,1.6,167000,4,Manual,Front,Left wheel,Black,2,26
15994,-,TOYOTA,Prius,Sedan,No,Hybrid,1.8,145000,4,Variator,Front,Left wheel,Blue,6,15
14583,834,TOYOTA,Tacoma,Jeep,Yes,Petrol,2.7,265558,4,Automatic,Rear,Left wheel,White,12,12
549,2455,LEXUS,GX 470,Jeep,Yes,Petrol,4.7,0,8,Automatic,4x4,Left wheel,White,0,17
22580,-,KIA,Optima,Sedan,Yes,Petrol,2.0,67000,4,Tiptronic,Front,Left wheel,Black,14,12
549,1202,HYUNDAI,Santa FE,Sedan,Yes,Petrol,2.4,45054,4,Automatic,4x4,Left wheel,Black,12,8
8467,642,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,573249,4,Automatic,Front,Left wheel,Black,4,13
1882,738,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,119352,4,Automatic,Front,Left wheel,Black,12,8
16621,-,VOLKSWAGEN,Jetta sel,Sedan,Yes,Petrol,2.5,178637,5,Manual,Front,Left wheel,Silver,5,14
11447,1493,LEXUS,ES 350,Sedan,Yes,Petrol,3.5,68630,6,Automatic,Front,Left wheel,White,12,9
392,1246,MAZDA,616,Hatchback,Yes,Petrol,2.3,254542,4,Automatic,Front,Left wheel,Grey,12,17
1803,761,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,258909,4,Automatic,Front,Left wheel,White,12,15
2901,503,HONDA,Civic,Sedan,Yes,Hybrid,1.5,146403,4,Automatic,Front,Left wheel,White,0,13
10349,924,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,1.8,67120,4,Automatic,Front,Left wheel,Blue,12,8
18189,614,VOLKSWAGEN,Jetta TDI,Sedan,Yes,Diesel,1.9,8100,4,Tiptronic,Front,Left wheel,Silver,0,13
25591,642,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,212079,4,Automatic,Front,Left wheel,Black,4,13
19384,583,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,124892,4,Automatic,Front,Left wheel,White,4,14
2587,530,FORD,Fusion,Sedan,Yes,Petrol,1.6,209602,4,Automatic,Front,Left wheel,Red,12,12
69810,1077,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,2730,4,Automatic,Front,Left wheel,Grey,4,6
392,2476,NISSAN,Maxima,Sedan,Yes,Petrol,3.0,434514,6,Automatic,Front,Left wheel,White,12,24
17249,-,TOYOTA,RAV 4,Jeep,No,Petrol,2.0,126400,4,Automatic,4x4,Left wheel,Silver,4,22
4077,-,BMW,318,Sedan,No,CNG,1.9,12000,4,Manual,Rear,Right-hand drive,Silver,6,26
17562,585,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,120058,4,Automatic,Front,Left wheel,Silver,8,12
2979,1018,BMW,X5,Jeep,Yes,Petrol,3.0,0,6,Automatic,4x4,Left wheel,Black,12,14
3450,607,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,9626,4,Automatic,Front,Left wheel,Black,12,6
188,1172,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,101816,6,Automatic,4x4,Left wheel,Black,12,14
15681,1811,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,275240,8,Automatic,4x4,Left wheel,Silver,0,15
17562,781,SUBARU,Outback,Jeep,No,Petrol,2.5,118000,4,Tiptronic,4x4,Left wheel,Black,12,13
150,-,BMW,340,Limousine,No,Petrol,2.0,165000,6,Manual,Rear,Left wheel,White,0,78
94083,1104,BMW,X5 M,Jeep,Yes,Diesel,3.0,95000,6,Tiptronic,4x4,Left wheel,Black,12,10
314,586,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,418667,4,Automatic,Front,Left wheel,White,12,13
